date,scheme_code,nav,scheme_name
2020-02-01,118632,150.8934,Nippon India Large Cap Fund - Direct - Growth
2020-02-03,118632,132.9014,Nippon India Large Cap Fund - Direct - Growth
2020-02-04,118632,152.4622,Nippon India Large Cap Fund - Direct - Growth
2020-02-06,118632,145.2906,Nippon India Large Cap Fund - Direct - Growth
2020-02-07,118632,145.9657,Nippon India Large Cap Fund - Direct - Growth
2020-02-09,118632,131.5321,Nippon India Large Cap Fund - Direct - Growth
2020-02-10,118632,126.4218,Nippon India Large Cap Fund - Direct - Growth
2020-02-11,118632,135.4026,Nippon India Large Cap Fund - Direct - Growth
2020-02-12,118632,136.8772,Nippon India Large Cap Fund - Direct - Growth
2020-03-01,118632,151.7838,Nippon India Large Cap Fund - Direct - Growth
2020-03-02,118632,130.2957,Nippon India Large Cap Fund - Direct - Growth
2020-03-03,118632,134.1633,Nippon India Large Cap Fund - Direct - Growth
2020-03-04,118632,151.4182,Nippon India Large Cap Fund - Direct - Growth
2020-03-06,118632,145.6971,Nippon India Large Cap Fund - Direct - Growth
2020-03-07,118632,144.517,Nippon India Large Cap Fund - Direct - Growth
2020-03-08,118632,137.4923,Nippon India Large Cap Fund - Direct - Growth
2020-03-09,118632,128.3491,Nippon India Large Cap Fund - Direct - Growth
2020-03-11,118632,132.2865,Nippon India Large Cap Fund - Direct - Growth
2020-03-12,118632,135.0237,Nippon India Large Cap Fund - Direct - Growth
2020-04-02,118632,130.6846,Nippon India Large Cap Fund - Direct - Growth
2020-04-03,118632,135.3206,Nippon India Large Cap Fund - Direct - Growth
2020-04-05,118632,149.9242,Nippon India Large Cap Fund - Direct - Growth
2020-04-06,118632,146.217,Nippon India Large Cap Fund - Direct - Growth
2020-04-08,118632,139.4511,Nippon India Large Cap Fund - Direct - Growth
2020-04-09,118632,130.1856,Nippon India Large Cap Fund - Direct - Growth
2020-04-11,118632,132.5674,Nippon India Large Cap Fund - Direct - Growth
2020-04-12,118632,134.6189,Nippon India Large Cap Fund - Direct - Growth
2020-05-02,118632,131.5339,Nippon India Large Cap Fund - Direct - Growth
2020-05-03,118632,138.3766,Nippon India Large Cap Fund - Direct - Growth
2020-05-05,118632,152.0273,Nippon India Large Cap Fund - Direct - Growth
2020-05-06,118632,148.508,Nippon India Large Cap Fund - Direct - Growth
2020-05-08,118632,136.378,Nippon India Large Cap Fund - Direct - Growth
2020-05-10,118632,126.5003,Nippon India Large Cap Fund - Direct - Growth
2020-05-11,118632,129.7284,Nippon India Large Cap Fund - Direct - Growth
2020-06-01,118632,148.0432,Nippon India Large Cap Fund - Direct - Growth
2020-06-02,118632,137.7837,Nippon India Large Cap Fund - Direct - Growth
2020-06-03,118632,138.1404,Nippon India Large Cap Fund - Direct - Growth
2020-06-04,118632,151.0617,Nippon India Large Cap Fund - Direct - Growth
2020-06-05,118632,150.0699,Nippon India Large Cap Fund - Direct - Growth
2020-06-07,118632,143.8575,Nippon India Large Cap Fund - Direct - Growth
2020-06-08,118632,135.7967,Nippon India Large Cap Fund - Direct - Growth
2020-06-10,118632,126.8929,Nippon India Large Cap Fund - Direct - Growth
2020-06-11,118632,130.963,Nippon India Large Cap Fund - Direct - Growth
2020-07-01,118632,147.0638,Nippon India Large Cap Fund - Direct - Growth
2020-07-02,118632,134.3929,Nippon India Large Cap Fund - Direct - Growth
2020-07-04,118632,148.1502,Nippon India Large Cap Fund - Direct - Growth
2020-07-05,118632,148.6451,Nippon India Large Cap Fund - Direct - Growth
2020-07-07,118632,147.1737,Nippon India Large Cap Fund - Direct - Growth
2020-07-08,118632,136.1613,Nippon India Large Cap Fund - Direct - Growth
2020-07-09,118632,129.7124,Nippon India Large Cap Fund - Direct - Growth
2020-07-10,118632,127.9985,Nippon India Large Cap Fund - Direct - Growth
2020-07-12,118632,134.1867,Nippon India Large Cap Fund - Direct - Growth
2020-08-01,118632,147.0678,Nippon India Large Cap Fund - Direct - Growth
2020-08-04,118632,147.5117,Nippon India Large Cap Fund - Direct - Growth
2020-08-05,118632,147.619,Nippon India Large Cap Fund - Direct - Growth
2020-08-06,118632,149.8728,Nippon India Large Cap Fund - Direct - Growth
2020-08-07,118632,148.2155,Nippon India Large Cap Fund - Direct - Growth
2020-08-09,118632,130.4266,Nippon India Large Cap Fund - Direct - Growth
2020-08-10,118632,126.1,Nippon India Large Cap Fund - Direct - Growth
2020-08-12,118632,132.2928,Nippon India Large Cap Fund - Direct - Growth
2020-09-01,118632,145.5212,Nippon India Large Cap Fund - Direct - Growth
2020-09-03,118632,139.3041,Nippon India Large Cap Fund - Direct - Growth
2020-09-04,118632,149.3348,Nippon India Large Cap Fund - Direct - Growth
2020-09-06,118632,150.452,Nippon India Large Cap Fund - Direct - Growth
2020-09-07,118632,145.8995,Nippon India Large Cap Fund - Direct - Growth
2020-09-09,118632,132.3526,Nippon India Large Cap Fund - Direct - Growth
2020-09-10,118632,128.7267,Nippon India Large Cap Fund - Direct - Growth
2020-09-11,118632,130.8669,Nippon India Large Cap Fund - Direct - Growth
2020-09-12,118632,132.9632,Nippon India Large Cap Fund - Direct - Growth
2020-10-01,118632,143.944,Nippon India Large Cap Fund - Direct - Growth
2020-10-02,118632,137.2281,Nippon India Large Cap Fund - Direct - Growth
2020-10-03,118632,139.5238,Nippon India Large Cap Fund - Direct - Growth
2020-10-04,118632,148.5586,Nippon India Large Cap Fund - Direct - Growth
2020-10-06,118632,147.5244,Nippon India Large Cap Fund - Direct - Growth
2020-10-07,118632,146.8088,Nippon India Large Cap Fund - Direct - Growth
2020-10-08,118632,136.9498,Nippon India Large Cap Fund - Direct - Growth
2020-10-09,118632,130.227,Nippon India Large Cap Fund - Direct - Growth
2020-10-11,118632,131.5782,Nippon India Large Cap Fund - Direct - Growth
2020-10-12,118632,133.4176,Nippon India Large Cap Fund - Direct - Growth
2020-11-02,118632,136.8096,Nippon India Large Cap Fund - Direct - Growth
2020-11-03,118632,141.7493,Nippon India Large Cap Fund - Direct - Growth
2020-11-05,118632,146.741,Nippon India Large Cap Fund - Direct - Growth
2020-11-06,118632,145.8838,Nippon India Large Cap Fund - Direct - Growth
2020-11-08,118632,136.1668,Nippon India Large Cap Fund - Direct - Growth
2020-11-09,118632,129.1704,Nippon India Large Cap Fund - Direct - Growth
2020-11-11,118632,130.2668,Nippon India Large Cap Fund - Direct - Growth
2020-11-12,118632,133.1599,Nippon India Large Cap Fund - Direct - Growth
2020-12-02,118632,137.336,Nippon India Large Cap Fund - Direct - Growth
2020-12-03,118632,140.5833,Nippon India Large Cap Fund - Direct - Growth
2020-12-05,118632,144.9392,Nippon India Large Cap Fund - Direct - Growth
2020-12-06,118632,145.7273,Nippon India Large Cap Fund - Direct - Growth
2020-12-08,118632,136.2775,Nippon India Large Cap Fund - Direct - Growth
2020-12-10,118632,129.0907,Nippon India Large Cap Fund - Direct - Growth
2020-12-11,118632,132.319,Nippon India Large Cap Fund - Direct - Growth
2021-01-01,118632,134.703,Nippon India Large Cap Fund - Direct - Growth
2021-01-02,118632,126.85,Nippon India Large Cap Fund - Direct - Growth
2021-01-03,118632,114.4547,Nippon India Large Cap Fund - Direct - Growth
2021-01-04,118632,115.452,Nippon India Large Cap Fund - Direct - Growth
2021-01-06,118632,122.4583,Nippon India Large Cap Fund - Direct - Growth
2021-01-07,118632,132.1953,Nippon India Large Cap Fund - Direct - Growth
2021-01-09,118632,134.8537,Nippon India Large Cap Fund - Direct - Growth
2021-01-10,118632,146.1074,Nippon India Large Cap Fund - Direct - Growth
2021-01-11,118632,154.5891,Nippon India Large Cap Fund - Direct - Growth
2021-01-12,118632,141.9668,Nippon India Large Cap Fund - Direct - Growth
2021-02-02,118632,126.3302,Nippon India Large Cap Fund - Direct - Growth
2021-02-03,118632,115.5663,Nippon India Large Cap Fund - Direct - Growth
2021-02-04,118632,116.4856,Nippon India Large Cap Fund - Direct - Growth
2021-02-06,118632,123.8855,Nippon India Large Cap Fund - Direct - Growth
2021-02-07,118632,132.3212,Nippon India Large Cap Fund - Direct - Growth
2021-02-08,118632,137.1462,Nippon India Large Cap Fund - Direct - Growth
2021-02-09,118632,136.6252,Nippon India Large Cap Fund - Direct - Growth
2021-02-11,118632,155.9104,Nippon India Large Cap Fund - Direct - Growth
2021-02-12,118632,141.8917,Nippon India Large Cap Fund - Direct - Growth
2021-03-02,118632,124.8063,Nippon India Large Cap Fund - Direct - Growth
2021-03-03,118632,114.2227,Nippon India Large Cap Fund - Direct - Growth
2021-03-05,118632,122.4483,Nippon India Large Cap Fund - Direct - Growth
2021-03-06,118632,123.9536,Nippon India Large Cap Fund - Direct - Growth
2021-03-08,118632,138.6435,Nippon India Large Cap Fund - Direct - Growth
2021-03-09,118632,137.5521,Nippon India Large Cap Fund - Direct - Growth
2021-03-11,118632,155.7165,Nippon India Large Cap Fund - Direct - Growth
2021-03-12,118632,139.9132,Nippon India Large Cap Fund - Direct - Growth
2021-04-01,118632,131.9585,Nippon India Large Cap Fund - Direct - Growth
2021-04-02,118632,122.4131,Nippon India Large Cap Fund - Direct - Growth
2021-04-03,118632,113.237,Nippon India Large Cap Fund - Direct - Growth
2021-04-05,118632,121.4168,Nippon India Large Cap Fund - Direct - Growth
2021-04-06,118632,128.2698,Nippon India Large Cap Fund - Direct - Growth
2021-04-08,118632,136.1011,Nippon India Large Cap Fund - Direct - Growth
2021-04-10,118632,145.1327,Nippon India Large Cap Fund - Direct - Growth
2021-04-11,118632,154.8082,Nippon India Large Cap Fund - Direct - Growth
2021-05-01,118632,134.3785,Nippon India Large Cap Fund - Direct - Growth
2021-05-02,118632,120.6443,Nippon India Large Cap Fund - Direct - Growth
2021-05-03,118632,111.2892,Nippon India Large Cap Fund - Direct - Growth
2021-05-04,118632,113.8999,Nippon India Large Cap Fund - Direct - Growth
2021-05-05,118632,122.5166,Nippon India Large Cap Fund - Direct - Growth
2021-05-07,118632,130.9377,Nippon India Large Cap Fund - Direct - Growth
2021-05-08,118632,138.6109,Nippon India Large Cap Fund - Direct - Growth
2021-05-10,118632,143.2886,Nippon India Large Cap Fund - Direct - Growth
2021-05-11,118632,154.2368,Nippon India Large Cap Fund - Direct - Growth
2021-06-01,118632,134.4989,Nippon India Large Cap Fund - Direct - Growth
2021-06-04,118632,113.4366,Nippon India Large Cap Fund - Direct - Growth
2021-06-05,118632,121.0217,Nippon India Large Cap Fund - Direct - Growth
2021-06-07,118632,132.8328,Nippon India Large Cap Fund - Direct - Growth
2021-06-08,118632,138.1172,Nippon India Large Cap Fund - Direct - Growth
2021-06-09,118632,138.2041,Nippon India Large Cap Fund - Direct - Growth
2021-06-10,118632,144.7812,Nippon India Large Cap Fund - Direct - Growth
2021-06-12,118632,142.4052,Nippon India Large Cap Fund - Direct - Growth
2021-07-01,118632,135.2677,Nippon India Large Cap Fund - Direct - Growth
2021-07-04,118632,114.0773,Nippon India Large Cap Fund - Direct - Growth
2021-07-05,118632,122.1702,Nippon India Large Cap Fund - Direct - Growth
2021-07-06,118632,125.7527,Nippon India Large Cap Fund - Direct - Growth
2021-07-07,118632,133.9466,Nippon India Large Cap Fund - Direct - Growth
2021-07-09,118632,141.1802,Nippon India Large Cap Fund - Direct - Growth
2021-07-10,118632,146.4267,Nippon India Large Cap Fund - Direct - Growth
2021-07-12,118632,145.5504,Nippon India Large Cap Fund - Direct - Growth
2021-08-01,118632,136.8664,Nippon India Large Cap Fund - Direct - Growth
2021-08-02,118632,120.851,Nippon India Large Cap Fund - Direct - Growth
2021-08-03,118632,110.6641,Nippon India Large Cap Fund - Direct - Growth
2021-08-04,118632,114.3764,Nippon India Large Cap Fund - Direct - Growth
2021-08-06,118632,127.4007,Nippon India Large Cap Fund - Direct - Growth
2021-08-07,118632,137.1204,Nippon India Large Cap Fund - Direct - Growth
2021-08-09,118632,141.2361,Nippon India Large Cap Fund - Direct - Growth
2021-08-10,118632,143.7692,Nippon India Large Cap Fund - Direct - Growth
2021-08-11,118632,155.0912,Nippon India Large Cap Fund - Direct - Growth
2021-08-12,118632,142.6697,Nippon India Large Cap Fund - Direct - Growth
2021-09-02,118632,122.8262,Nippon India Large Cap Fund - Direct - Growth
2021-09-03,118632,112.0036,Nippon India Large Cap Fund - Direct - Growth
2021-09-04,118632,115.0061,Nippon India Large Cap Fund - Direct - Growth
2021-09-06,118632,127.1875,Nippon India Large Cap Fund - Direct - Growth
2021-09-07,118632,135.73,Nippon India Large Cap Fund - Direct - Growth
2021-09-08,118632,137.8216,Nippon India Large Cap Fund - Direct - Growth
2021-09-09,118632,139.2895,Nippon India Large Cap Fund - Direct - Growth
2021-09-11,118632,155.2968,Nippon India Large Cap Fund - Direct - Growth
2021-09-12,118632,140.9736,Nippon India Large Cap Fund - Direct - Growth
2021-10-02,118632,123.3369,Nippon India Large Cap Fund - Direct - Growth
2021-10-03,118632,112.7414,Nippon India Large Cap Fund - Direct - Growth
2021-10-05,118632,124.2283,Nippon India Large Cap Fund - Direct - Growth
2021-10-06,118632,128.4165,Nippon India Large Cap Fund - Direct - Growth
2021-10-08,118632,136.8385,Nippon India Large Cap Fund - Direct - Growth
2021-10-09,118632,140.0965,Nippon India Large Cap Fund - Direct - Growth
2021-10-11,118632,154.2523,Nippon India Large Cap Fund - Direct - Growth
2021-10-12,118632,140.5566,Nippon India Large Cap Fund - Direct - Growth
2021-11-01,118632,135.244,Nippon India Large Cap Fund - Direct - Growth
2021-11-02,118632,122.4886,Nippon India Large Cap Fund - Direct - Growth
2021-11-03,118632,114.1102,Nippon India Large Cap Fund - Direct - Growth
2021-11-05,118632,125.3144,Nippon India Large Cap Fund - Direct - Growth
2021-11-06,118632,129.1479,Nippon India Large Cap Fund - Direct - Growth
2021-11-08,118632,136.4203,Nippon India Large Cap Fund - Direct - Growth
2021-11-10,118632,146.5695,Nippon India Large Cap Fund - Direct - Growth
2021-11-11,118632,154.0074,Nippon India Large Cap Fund - Direct - Growth
2021-12-01,118632,136.0665,Nippon India Large Cap Fund - Direct - Growth
2021-12-02,118632,123.2077,Nippon India Large Cap Fund - Direct - Growth
2021-12-03,118632,114.8708,Nippon India Large Cap Fund - Direct - Growth
2021-12-04,118632,115.3589,Nippon India Large Cap Fund - Direct - Growth
2021-12-05,118632,125.7912,Nippon India Large Cap Fund - Direct - Growth
2021-12-07,118632,135.1686,Nippon India Large Cap Fund - Direct - Growth
2021-12-08,118632,138.7971,Nippon India Large Cap Fund - Direct - Growth
2021-12-10,118632,147.6378,Nippon India Large Cap Fund - Direct - Growth
2021-12-11,118632,154.2142,Nippon India Large Cap Fund - Direct - Growth
2022-01-02,118632,156.3311,Nippon India Large Cap Fund - Direct - Growth
2022-01-03,118632,163.9716,Nippon India Large Cap Fund - Direct - Growth
2022-01-04,118632,161.8803,Nippon India Large Cap Fund - Direct - Growth
2022-01-06,118632,156.9923,Nippon India Large Cap Fund - Direct - Growth
2022-01-07,118632,152.3429,Nippon India Large Cap Fund - Direct - Growth
2022-01-08,118632,164.5448,Nippon India Large Cap Fund - Direct - Growth
2022-01-09,118632,164.4206,Nippon India Large Cap Fund - Direct - Growth
2022-01-11,118632,179.7343,Nippon India Large Cap Fund - Direct - Growth
2022-01-12,118632,177.9276,Nippon India Large Cap Fund - Direct - Growth
2022-02-02,118632,155.3616,Nippon India Large Cap Fund - Direct - Growth
2022-02-03,118632,168.5086,Nippon India Large Cap Fund - Direct - Growth
2022-02-05,118632,156.9085,Nippon India Large Cap Fund - Direct - Growth
2022-02-06,118632,159.2793,Nippon India Large Cap Fund - Direct - Growth
2022-02-08,118632,162.4833,Nippon India Large Cap Fund - Direct - Growth
2022-02-09,118632,164.9383,Nippon India Large Cap Fund - Direct - Growth
2022-02-11,118632,178.9107,Nippon India Large Cap Fund - Direct - Growth
2022-02-12,118632,176.6445,Nippon India Large Cap Fund - Direct - Growth
2022-03-01,118632,144.3201,Nippon India Large Cap Fund - Direct - Growth
2022-03-02,118632,155.1496,Nippon India Large Cap Fund - Direct - Growth
2022-03-03,118632,170.3737,Nippon India Large Cap Fund - Direct - Growth
2022-03-05,118632,159.1434,Nippon India Large Cap Fund - Direct - Growth
2022-03-06,118632,158.144,Nippon India Large Cap Fund - Direct - Growth
2022-03-08,118632,165.2322,Nippon India Large Cap Fund - Direct - Growth
2022-03-10,118632,167.4843,Nippon India Large Cap Fund - Direct - Growth
2022-03-11,118632,179.0553,Nippon India Large Cap Fund - Direct - Growth
2022-04-01,118632,144.2468,Nippon India Large Cap Fund - Direct - Growth
2022-04-02,118632,156.7769,Nippon India Large Cap Fund - Direct - Growth
2022-04-03,118632,171.6149,Nippon India Large Cap Fund - Direct - Growth
2022-04-04,118632,161.2141,Nippon India Large Cap Fund - Direct - Growth
2022-04-05,118632,161.8546,Nippon India Large Cap Fund - Direct - Growth
2022-04-07,118632,150.6385,Nippon India Large Cap Fund - Direct - Growth
2022-04-08,118632,165.9192,Nippon India Large Cap Fund - Direct - Growth
2022-04-10,118632,170.0426,Nippon India Large Cap Fund - Direct - Growth
2022-04-11,118632,179.3662,Nippon India Large Cap Fund - Direct - Growth
2022-05-01,118632,147.7189,Nippon India Large Cap Fund - Direct - Growth
2022-05-04,118632,161.315,Nippon India Large Cap Fund - Direct - Growth
2022-05-05,118632,161.3324,Nippon India Large Cap Fund - Direct - Growth
2022-05-07,118632,153.6437,Nippon India Large Cap Fund - Direct - Growth
2022-05-08,118632,167.3535,Nippon India Large Cap Fund - Direct - Growth
2022-05-09,118632,167.1306,Nippon India Large Cap Fund - Direct - Growth
2022-05-10,118632,169.3021,Nippon India Large Cap Fund - Direct - Growth
2022-05-12,118632,176.215,Nippon India Large Cap Fund - Direct - Growth
2022-06-01,118632,145.3211,Nippon India Large Cap Fund - Direct - Growth
2022-06-04,118632,159.1115,Nippon India Large Cap Fund - Direct - Growth
2022-06-05,118632,156.3573,Nippon India Large Cap Fund - Direct - Growth
2022-06-06,118632,158.2931,Nippon India Large Cap Fund - Direct - Growth
2022-06-07,118632,152.6325,Nippon India Large Cap Fund - Direct - Growth
2022-06-09,118632,167.6474,Nippon India Large Cap Fund - Direct - Growth
2022-06-10,118632,171.5404,Nippon India Large Cap Fund - Direct - Growth
2022-06-12,118632,177.8591,Nippon India Large Cap Fund - Direct - Growth
2022-07-01,118632,146.2609,Nippon India Large Cap Fund - Direct - Growth
2022-07-02,118632,157.2306,Nippon India Large Cap Fund - Direct - Growth
2022-07-03,118632,169.0552,Nippon India Large Cap Fund - Direct - Growth
2022-07-04,118632,162.4129,Nippon India Large Cap Fund - Direct - Growth
2022-07-06,118632,158.4537,Nippon India Large Cap Fund - Direct - Growth
2022-07-07,118632,150.5435,Nippon India Large Cap Fund - Direct - Growth
2022-07-09,118632,169.5331,Nippon India Large Cap Fund - Direct - Growth
2022-07-10,118632,172.8526,Nippon India Large Cap Fund - Direct - Growth
2022-07-11,118632,179.0525,Nippon India Large Cap Fund - Direct - Growth
2022-07-12,118632,178.83,Nippon India Large Cap Fund - Direct - Growth
2022-08-02,118632,154.8546,Nippon India Large Cap Fund - Direct - Growth
2022-08-03,118632,166.5093,Nippon India Large Cap Fund - Direct - Growth
2022-08-04,118632,166.1756,Nippon India Large Cap Fund - Direct - Growth
2022-08-06,118632,157.563,Nippon India Large Cap Fund - Direct - Growth
2022-08-07,118632,150.2461,Nippon India Large Cap Fund - Direct - Growth
2022-08-08,118632,170.3656,Nippon India Large Cap Fund - Direct - Growth
2022-08-09,118632,168.9957,Nippon India Large Cap Fund - Direct - Growth
2022-08-11,118632,179.9746,Nippon India Large Cap Fund - Direct - Growth
