date,scheme_code,nav,scheme_name
2019-08-07,119551,49.7114,SBI Bluechip Fund - Direct Plan - Growth
2019-08-08,119551,50.0139,SBI Bluechip Fund - Direct Plan - Growth
2019-08-09,119551,49.3189,SBI Bluechip Fund - Direct Plan - Growth
2019-08-12,119551,49.7272,SBI Bluechip Fund - Direct Plan - Growth
2019-08-13,119551,49.1655,SBI Bluechip Fund - Direct Plan - Growth
2019-08-14,119551,49.6495,SBI Bluechip Fund - Direct Plan - Growth
2019-08-15,119551,50.3596,SBI Bluechip Fund - Direct Plan - Growth
2019-08-16,119551,49.8838,SBI Bluechip Fund - Direct Plan - Growth
2019-08-19,119551,50.4804,SBI Bluechip Fund - Direct Plan - Growth
2019-08-20,119551,50.7506,SBI Bluechip Fund - Direct Plan - Growth
2019-08-21,119551,51.2715,SBI Bluechip Fund - Direct Plan - Growth
2019-08-22,119551,52.459,SBI Bluechip Fund - Direct Plan - Growth
2019-08-23,119551,52.3255,SBI Bluechip Fund - Direct Plan - Growth
2019-08-26,119551,51.8732,SBI Bluechip Fund - Direct Plan - Growth
2019-08-27,119551,51.3402,SBI Bluechip Fund - Direct Plan - Growth
2019-08-28,119551,50.8581,SBI Bluechip Fund - Direct Plan - Growth
2019-08-29,119551,50.8314,SBI Bluechip Fund - Direct Plan - Growth
2019-08-30,119551,51.0598,SBI Bluechip Fund - Direct Plan - Growth
2019-09-02,119551,51.2498,SBI Bluechip Fund - Direct Plan - Growth
2019-09-03,119551,51.779,SBI Bluechip Fund - Direct Plan - Growth
2019-09-04,119551,51.8078,SBI Bluechip Fund - Direct Plan - Growth
2019-09-05,119551,52.7322,SBI Bluechip Fund - Direct Plan - Growth
2019-09-06,119551,52.5858,SBI Bluechip Fund - Direct Plan - Growth
2019-09-09,119551,54.3233,SBI Bluechip Fund - Direct Plan - Growth
2019-09-10,119551,54.7529,SBI Bluechip Fund - Direct Plan - Growth
2019-09-11,119551,54.2116,SBI Bluechip Fund - Direct Plan - Growth
2019-09-12,119551,53.5366,SBI Bluechip Fund - Direct Plan - Growth
2019-09-13,119551,53.868,SBI Bluechip Fund - Direct Plan - Growth
2019-09-16,119551,53.7451,SBI Bluechip Fund - Direct Plan - Growth
2019-09-17,119551,54.2271,SBI Bluechip Fund - Direct Plan - Growth
2019-09-18,119551,54.5567,SBI Bluechip Fund - Direct Plan - Growth
2019-09-19,119551,54.5308,SBI Bluechip Fund - Direct Plan - Growth
2019-09-20,119551,53.9985,SBI Bluechip Fund - Direct Plan - Growth
2019-09-23,119551,53.0385,SBI Bluechip Fund - Direct Plan - Growth
2019-09-24,119551,52.7755,SBI Bluechip Fund - Direct Plan - Growth
2019-09-25,119551,53.339,SBI Bluechip Fund - Direct Plan - Growth
2019-09-26,119551,53.4974,SBI Bluechip Fund - Direct Plan - Growth
2019-09-27,119551,52.7191,SBI Bluechip Fund - Direct Plan - Growth
2019-09-30,119551,52.8497,SBI Bluechip Fund - Direct Plan - Growth
2019-10-01,119551,53.1152,SBI Bluechip Fund - Direct Plan - Growth
2019-10-02,119551,52.5731,SBI Bluechip Fund - Direct Plan - Growth
2019-10-03,119551,52.6911,SBI Bluechip Fund - Direct Plan - Growth
2019-10-04,119551,52.749,SBI Bluechip Fund - Direct Plan - Growth
2019-10-07,119551,52.0466,SBI Bluechip Fund - Direct Plan - Growth
2019-10-08,119551,52.2909,SBI Bluechip Fund - Direct Plan - Growth
2019-10-09,119551,52.6637,SBI Bluechip Fund - Direct Plan - Growth
2019-10-10,119551,53.3692,SBI Bluechip Fund - Direct Plan - Growth
2019-10-11,119551,54.0654,SBI Bluechip Fund - Direct Plan - Growth
2019-10-14,119551,53.1932,SBI Bluechip Fund - Direct Plan - Growth
2019-10-15,119551,52.6158,SBI Bluechip Fund - Direct Plan - Growth
2019-10-16,119551,52.962,SBI Bluechip Fund - Direct Plan - Growth
2019-10-17,119551,53.3097,SBI Bluechip Fund - Direct Plan - Growth
2019-10-18,119551,53.6605,SBI Bluechip Fund - Direct Plan - Growth
2019-10-21,119551,56.1628,SBI Bluechip Fund - Direct Plan - Growth
2019-10-22,119551,56.57,SBI Bluechip Fund - Direct Plan - Growth
2019-10-23,119551,57.3635,SBI Bluechip Fund - Direct Plan - Growth
2019-10-24,119551,58.0431,SBI Bluechip Fund - Direct Plan - Growth
2019-10-25,119551,58.52,SBI Bluechip Fund - Direct Plan - Growth
2019-10-28,119551,58.322,SBI Bluechip Fund - Direct Plan - Growth
2019-10-29,119551,58.8765,SBI Bluechip Fund - Direct Plan - Growth
2019-10-30,119551,58.354,SBI Bluechip Fund - Direct Plan - Growth
2019-10-31,119551,58.2115,SBI Bluechip Fund - Direct Plan - Growth
2019-11-01,119551,57.8957,SBI Bluechip Fund - Direct Plan - Growth
2019-11-04,119551,57.9757,SBI Bluechip Fund - Direct Plan - Growth
2019-11-05,119551,59.6092,SBI Bluechip Fund - Direct Plan - Growth
2019-11-06,119551,58.2974,SBI Bluechip Fund - Direct Plan - Growth
2019-11-07,119551,58.8008,SBI Bluechip Fund - Direct Plan - Growth
2019-11-08,119551,57.6864,SBI Bluechip Fund - Direct Plan - Growth
2019-11-11,119551,57.3828,SBI Bluechip Fund - Direct Plan - Growth
2019-11-12,119551,58.1556,SBI Bluechip Fund - Direct Plan - Growth
2019-11-13,119551,58.2237,SBI Bluechip Fund - Direct Plan - Growth
2019-11-14,119551,57.494,SBI Bluechip Fund - Direct Plan - Growth
2019-11-15,119551,57.0235,SBI Bluechip Fund - Direct Plan - Growth
2019-11-18,119551,57.5113,SBI Bluechip Fund - Direct Plan - Growth
2019-11-19,119551,57.0303,SBI Bluechip Fund - Direct Plan - Growth
2019-11-20,119551,57.2012,SBI Bluechip Fund - Direct Plan - Growth
2019-11-21,119551,57.2554,SBI Bluechip Fund - Direct Plan - Growth
2019-11-22,119551,56.8306,SBI Bluechip Fund - Direct Plan - Growth
2019-11-25,119551,58.3154,SBI Bluechip Fund - Direct Plan - Growth
2019-11-26,119551,58.7823,SBI Bluechip Fund - Direct Plan - Growth
2019-11-27,119551,57.3773,SBI Bluechip Fund - Direct Plan - Growth
2019-11-28,119551,57.5286,SBI Bluechip Fund - Direct Plan - Growth
2019-11-29,119551,57.0948,SBI Bluechip Fund - Direct Plan - Growth
2019-12-02,119551,57.7017,SBI Bluechip Fund - Direct Plan - Growth
2019-12-03,119551,57.176,SBI Bluechip Fund - Direct Plan - Growth
2019-12-04,119551,57.1201,SBI Bluechip Fund - Direct Plan - Growth
2019-12-05,119551,57.4891,SBI Bluechip Fund - Direct Plan - Growth
2019-12-06,119551,58.1094,SBI Bluechip Fund - Direct Plan - Growth
2019-12-09,119551,57.2957,SBI Bluechip Fund - Direct Plan - Growth
2019-12-10,119551,57.0886,SBI Bluechip Fund - Direct Plan - Growth
2019-12-11,119551,56.7861,SBI Bluechip Fund - Direct Plan - Growth
2019-12-12,119551,56.3636,SBI Bluechip Fund - Direct Plan - Growth
2019-12-13,119551,57.5802,SBI Bluechip Fund - Direct Plan - Growth
2019-12-16,119551,57.8831,SBI Bluechip Fund - Direct Plan - Growth
2019-12-17,119551,57.0304,SBI Bluechip Fund - Direct Plan - Growth
2019-12-18,119551,57.6814,SBI Bluechip Fund - Direct Plan - Growth
2019-12-19,119551,59.1734,SBI Bluechip Fund - Direct Plan - Growth
2019-12-20,119551,59.9302,SBI Bluechip Fund - Direct Plan - Growth
2019-12-23,119551,58.8615,SBI Bluechip Fund - Direct Plan - Growth
2019-12-24,119551,58.543,SBI Bluechip Fund - Direct Plan - Growth
2019-12-25,119551,59.4564,SBI Bluechip Fund - Direct Plan - Growth
2019-12-26,119551,58.9753,SBI Bluechip Fund - Direct Plan - Growth
2019-12-27,119551,59.313,SBI Bluechip Fund - Direct Plan - Growth
2019-12-30,119551,59.8881,SBI Bluechip Fund - Direct Plan - Growth
2019-12-31,119551,59.2459,SBI Bluechip Fund - Direct Plan - Growth
2020-01-01,119551,59.2273,SBI Bluechip Fund - Direct Plan - Growth
2020-01-02,119551,56.9473,SBI Bluechip Fund - Direct Plan - Growth
2020-01-03,119551,56.27,SBI Bluechip Fund - Direct Plan - Growth
2020-01-06,119551,56.122,SBI Bluechip Fund - Direct Plan - Growth
2020-01-07,119551,55.3041,SBI Bluechip Fund - Direct Plan - Growth
2020-01-08,119551,56.4096,SBI Bluechip Fund - Direct Plan - Growth
2020-01-09,119551,55.4641,SBI Bluechip Fund - Direct Plan - Growth
2020-01-10,119551,55.1934,SBI Bluechip Fund - Direct Plan - Growth
2020-01-13,119551,55.3021,SBI Bluechip Fund - Direct Plan - Growth
2020-01-14,119551,56.2807,SBI Bluechip Fund - Direct Plan - Growth
2020-01-15,119551,55.3335,SBI Bluechip Fund - Direct Plan - Growth
2020-01-16,119551,56.128,SBI Bluechip Fund - Direct Plan - Growth
2020-01-17,119551,56.1573,SBI Bluechip Fund - Direct Plan - Growth
2020-01-20,119551,55.5183,SBI Bluechip Fund - Direct Plan - Growth
2020-01-21,119551,55.8484,SBI Bluechip Fund - Direct Plan - Growth
2020-01-22,119551,56.0041,SBI Bluechip Fund - Direct Plan - Growth
2020-01-23,119551,55.6231,SBI Bluechip Fund - Direct Plan - Growth
2020-01-24,119551,55.6919,SBI Bluechip Fund - Direct Plan - Growth
2020-01-27,119551,55.4567,SBI Bluechip Fund - Direct Plan - Growth
2020-01-28,119551,55.5544,SBI Bluechip Fund - Direct Plan - Growth
2020-01-29,119551,56.018,SBI Bluechip Fund - Direct Plan - Growth
2020-01-30,119551,57.1066,SBI Bluechip Fund - Direct Plan - Growth
2020-01-31,119551,56.2812,SBI Bluechip Fund - Direct Plan - Growth
2020-02-03,119551,57.7443,SBI Bluechip Fund - Direct Plan - Growth
2020-02-04,119551,56.4147,SBI Bluechip Fund - Direct Plan - Growth
2020-02-05,119551,56.3345,SBI Bluechip Fund - Direct Plan - Growth
2020-02-06,119551,56.7547,SBI Bluechip Fund - Direct Plan - Growth
2020-02-07,119551,56.9688,SBI Bluechip Fund - Direct Plan - Growth
2020-02-10,119551,56.5659,SBI Bluechip Fund - Direct Plan - Growth
2020-02-11,119551,56.4473,SBI Bluechip Fund - Direct Plan - Growth
2020-02-12,119551,56.1359,SBI Bluechip Fund - Direct Plan - Growth
2020-02-13,119551,55.7613,SBI Bluechip Fund - Direct Plan - Growth
2020-02-14,119551,56.3521,SBI Bluechip Fund - Direct Plan - Growth
2020-02-17,119551,56.6161,SBI Bluechip Fund - Direct Plan - Growth
2020-02-18,119551,56.168,SBI Bluechip Fund - Direct Plan - Growth
2020-02-19,119551,56.7968,SBI Bluechip Fund - Direct Plan - Growth
2020-02-20,119551,57.029,SBI Bluechip Fund - Direct Plan - Growth
2020-02-21,119551,57.6081,SBI Bluechip Fund - Direct Plan - Growth
2020-02-24,119551,58.0664,SBI Bluechip Fund - Direct Plan - Growth
2020-02-25,119551,57.512,SBI Bluechip Fund - Direct Plan - Growth
2020-02-26,119551,57.1484,SBI Bluechip Fund - Direct Plan - Growth
2020-02-27,119551,57.6837,SBI Bluechip Fund - Direct Plan - Growth
2020-02-28,119551,58.1293,SBI Bluechip Fund - Direct Plan - Growth
2020-03-02,119551,58.138,SBI Bluechip Fund - Direct Plan - Growth
2020-03-03,119551,58.2431,SBI Bluechip Fund - Direct Plan - Growth
2020-03-04,119551,59.1594,SBI Bluechip Fund - Direct Plan - Growth
2020-03-05,119551,58.7631,SBI Bluechip Fund - Direct Plan - Growth
2020-03-06,119551,59.1724,SBI Bluechip Fund - Direct Plan - Growth
2020-03-09,119551,59.0525,SBI Bluechip Fund - Direct Plan - Growth
2020-03-10,119551,58.9219,SBI Bluechip Fund - Direct Plan - Growth
2020-03-11,119551,59.7224,SBI Bluechip Fund - Direct Plan - Growth
2020-03-12,119551,60.3378,SBI Bluechip Fund - Direct Plan - Growth
2020-03-13,119551,60.951,SBI Bluechip Fund - Direct Plan - Growth
2020-03-16,119551,61.9302,SBI Bluechip Fund - Direct Plan - Growth
2020-03-17,119551,61.9706,SBI Bluechip Fund - Direct Plan - Growth
2020-03-18,119551,62.5025,SBI Bluechip Fund - Direct Plan - Growth
2020-03-19,119551,62.2948,SBI Bluechip Fund - Direct Plan - Growth
2020-03-20,119551,62.562,SBI Bluechip Fund - Direct Plan - Growth
2020-03-23,119551,62.4893,SBI Bluechip Fund - Direct Plan - Growth
2020-03-24,119551,62.587,SBI Bluechip Fund - Direct Plan - Growth
2020-03-25,119551,63.059,SBI Bluechip Fund - Direct Plan - Growth
2020-03-26,119551,62.4651,SBI Bluechip Fund - Direct Plan - Growth
2020-03-27,119551,64.0585,SBI Bluechip Fund - Direct Plan - Growth
2020-03-30,119551,63.3108,SBI Bluechip Fund - Direct Plan - Growth
2020-03-31,119551,62.4137,SBI Bluechip Fund - Direct Plan - Growth
2020-04-01,119551,63.306,SBI Bluechip Fund - Direct Plan - Growth
2020-04-02,119551,63.9327,SBI Bluechip Fund - Direct Plan - Growth
2020-04-03,119551,64.4371,SBI Bluechip Fund - Direct Plan - Growth
2020-04-06,119551,64.9487,SBI Bluechip Fund - Direct Plan - Growth
2020-04-07,119551,64.9651,SBI Bluechip Fund - Direct Plan - Growth
2020-04-08,119551,64.2916,SBI Bluechip Fund - Direct Plan - Growth
2020-04-09,119551,64.3758,SBI Bluechip Fund - Direct Plan - Growth
2020-04-10,119551,63.8784,SBI Bluechip Fund - Direct Plan - Growth
2020-04-13,119551,64.6514,SBI Bluechip Fund - Direct Plan - Growth
2020-04-14,119551,64.5632,SBI Bluechip Fund - Direct Plan - Growth
2020-04-15,119551,63.9495,SBI Bluechip Fund - Direct Plan - Growth
2020-04-16,119551,63.7285,SBI Bluechip Fund - Direct Plan - Growth
2020-04-17,119551,64.0698,SBI Bluechip Fund - Direct Plan - Growth
2020-04-20,119551,63.662,SBI Bluechip Fund - Direct Plan - Growth
2020-04-21,119551,63.0593,SBI Bluechip Fund - Direct Plan - Growth
2020-04-22,119551,63.2689,SBI Bluechip Fund - Direct Plan - Growth
2020-04-23,119551,63.4802,SBI Bluechip Fund - Direct Plan - Growth
2020-04-24,119551,63.1194,SBI Bluechip Fund - Direct Plan - Growth
2020-04-27,119551,62.7879,SBI Bluechip Fund - Direct Plan - Growth
2020-04-28,119551,62.9879,SBI Bluechip Fund - Direct Plan - Growth
2020-04-29,119551,61.9186,SBI Bluechip Fund - Direct Plan - Growth
2020-04-30,119551,60.8976,SBI Bluechip Fund - Direct Plan - Growth
2020-05-01,119551,60.3969,SBI Bluechip Fund - Direct Plan - Growth
2020-05-04,119551,60.2664,SBI Bluechip Fund - Direct Plan - Growth
2020-05-05,119551,60.5154,SBI Bluechip Fund - Direct Plan - Growth
2020-05-06,119551,61.611,SBI Bluechip Fund - Direct Plan - Growth
2020-05-07,119551,62.2697,SBI Bluechip Fund - Direct Plan - Growth
2020-05-08,119551,62.1751,SBI Bluechip Fund - Direct Plan - Growth
2020-05-11,119551,62.1858,SBI Bluechip Fund - Direct Plan - Growth
2020-05-12,119551,61.4626,SBI Bluechip Fund - Direct Plan - Growth
2020-05-13,119551,61.4735,SBI Bluechip Fund - Direct Plan - Growth
2020-05-14,119551,61.2852,SBI Bluechip Fund - Direct Plan - Growth
2020-05-15,119551,61.547,SBI Bluechip Fund - Direct Plan - Growth
2020-05-18,119551,60.9607,SBI Bluechip Fund - Direct Plan - Growth
2020-05-19,119551,61.365,SBI Bluechip Fund - Direct Plan - Growth
2020-05-20,119551,62.5182,SBI Bluechip Fund - Direct Plan - Growth
2020-05-21,119551,62.4616,SBI Bluechip Fund - Direct Plan - Growth
2020-05-22,119551,62.7877,SBI Bluechip Fund - Direct Plan - Growth
2020-05-25,119551,63.3328,SBI Bluechip Fund - Direct Plan - Growth
2020-05-26,119551,63.0532,SBI Bluechip Fund - Direct Plan - Growth
2020-05-27,119551,63.248,SBI Bluechip Fund - Direct Plan - Growth
2020-05-28,119551,63.2829,SBI Bluechip Fund - Direct Plan - Growth
